一级分类,二级分类,三级功能,Skill名称,技能名称 英文,功能描述,功能偏向,优先级,是否建议首批建设,依赖Skill,边界定位,阶段边界,动作边界,上游边界,下游衔接,相邻技能边界,被依赖次数
技术方案设计,数据设计,数据流分析,数据流梳理,data-flow-mapping,分析创建、变更、同步和消费链路,帮助理解,P1,否,技术方案分析; 表结构设计建议,在技术方案设计-数据设计环节，围绕“分析创建、变更、同步和消费链路”提供以解释、识别、归因为主。,止于方案、接口、数据与任务设计，不进入代码编写、测试执行和发布落地。,负责组织关系、流转和链路，不直接输出最终设计裁决或执行动作。,以上游技能输出为前置输入：技术方案分析; 表结构设计建议。,典型下游衔接：依赖识别；数据一致性检查项生成。,同一子域相邻技能：表结构设计建议；索引设计建议。,2
技术方案设计,高级设计,并发控制,并发控制建议,concurrency-control-recommendation,识别锁、队列、版本号等并发处理方案,辅助决策,P1,否,技术方案分析; 需求漏洞扫描,在技术方案设计-高级设计环节，围绕“识别锁、队列、版本号等并发处理方案”提供以判断依据、风险提示、建议为主。,止于方案、接口、数据与任务设计，不进入代码编写、测试执行和发布落地。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：技术方案分析; 需求漏洞扫描。,典型下游衔接：线程安全风险检查。,同一子域相邻技能：幂等设计建议；审计留痕设计；权限模型设计。,1
技术方案设计,高级设计,幂等设计,幂等设计建议,idempotency-design-recommendation,识别重复提交、重试和消息消费幂等处理,辅助决策,P1,否,技术方案分析; 需求漏洞扫描,在技术方案设计-高级设计环节，围绕“识别重复提交、重试和消息消费幂等处理”提供以判断依据、风险提示、建议为主。,止于方案、接口、数据与任务设计，不进入代码编写、测试执行和发布落地。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：技术方案分析; 需求漏洞扫描。,典型下游衔接：幂等测试点生成。,同一子域相邻技能：并发控制建议；审计留痕设计；权限模型设计。,1
技术方案设计,高级设计,审计设计,审计留痕设计,audit-trail-design,规划日志、操作记录和变更留痕,辅助决策,P1,否,技术方案分析,在技术方案设计-高级设计环节，围绕“规划日志、操作记录和变更留痕”提供以判断依据、风险提示、建议为主。,止于方案、接口、数据与任务设计，不进入代码编写、测试执行和发布落地。,负责支撑记忆、审计或模板复用，不直接完成业务任务。,以上游技能输出为前置输入：技术方案分析。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：并发控制建议；幂等设计建议；权限模型设计。,0
技术方案设计,高级设计,权限设计,权限模型设计,authorization-model-design,设计角色、资源、动作与约束关系,辅助决策,P1,否,权限矩阵提取; 技术方案分析,在技术方案设计-高级设计环节，围绕“设计角色、资源、动作与约束关系”提供以判断依据、风险提示、建议为主。,止于方案、接口、数据与任务设计，不进入代码编写、测试执行和发布落地。,负责给出判断依据和建议，不替代最终负责人拍板。,以上游技能输出为前置输入：权限矩阵提取; 技术方案分析。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：并发控制建议；幂等设计建议；审计留痕设计。,0
技术方案设计,非功能设计,性能分析,性能风险分析,performance-risk-analysis,提前识别热点、瓶颈和容量风险,辅助决策,P1,否,技术方案分析; 表结构设计建议,在技术方案设计-非功能设计环节，围绕“提前识别热点、瓶颈和容量风险”提供以判断依据、风险提示、建议为主。,止于方案、接口、数据与任务设计，不进入代码编写、测试执行和发布落地。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：技术方案分析; 表结构设计建议。,典型下游衔接：性能测试场景生成。,同一子域相邻技能：安全风险分析。,1
技术方案设计,非功能设计,安全分析,安全风险分析,security-risk-analysis,识别注入、越权、敏感数据泄露等问题,辅助决策,P1,否,技术方案分析; 需求漏洞扫描,在技术方案设计-非功能设计环节，围绕“识别注入、越权、敏感数据泄露等问题”提供以判断依据、风险提示、建议为主。,止于方案、接口、数据与任务设计，不进入代码编写、测试执行和发布落地。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：技术方案分析; 需求漏洞扫描。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：性能风险分析。,0
技术方案设计,任务管理,任务拆分,开发任务拆分,development-task-breakdown,将方案拆成研发执行任务和依赖关系,直接出结果,P0,是,技术方案分析,在技术方案设计-任务管理环节，围绕“将方案拆成研发执行任务和依赖关系”提供以草稿、清单、结构化结果为主。,止于方案、接口、数据与任务设计，不进入代码编写、测试执行和发布落地。,负责拆成可执行单元和依赖关系，不负责后续详细设计、编码或测试落地。,以上游技能输出为前置输入：技术方案分析。,典型下游衔接：需求变更影响分析；工时估算辅助；依赖识别；Diff风险点评审；PR描述生成；回归测试清单生成 等。,同一子域相邻技能：工时估算辅助；依赖识别。,9
技术方案设计,任务管理,工时辅助,工时估算辅助,effort-estimation-assistant,给出任务粗估和影响因子,辅助决策,P1,否,开发任务拆分; 需求可执行性检查,在技术方案设计-任务管理环节，围绕“给出任务粗估和影响因子”提供以判断依据、风险提示、建议为主。,止于方案、接口、数据与任务设计，不进入代码编写、测试执行和发布落地。,负责给出评估依据、估计或排序建议，不替代负责人最终拍板。,以上游技能输出为前置输入：开发任务拆分; 需求可执行性检查。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：开发任务拆分；依赖识别。,0
技术方案设计,任务管理,依赖识别,依赖识别,dependency-identification,识别跨系统、跨团队和数据依赖,帮助理解,P1,否,开发任务拆分; 数据流梳理,在技术方案设计-任务管理环节，围绕“识别跨系统、跨团队和数据依赖”提供以解释、识别、归因为主。,止于方案、接口、数据与任务设计，不进入代码编写、测试执行和发布落地。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：开发任务拆分; 数据流梳理。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：开发任务拆分；工时估算辅助。,0
编码与实现,脚手架生成,工程起步,代码骨架生成,code-scaffold-generation,生成模块基础结构和通用模板,直接出结果,P1,否,技术方案分析; 表结构设计建议,在编码与实现-脚手架生成环节，围绕“生成模块基础结构和通用模板”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：技术方案分析; 表结构设计建议。,典型下游衔接：Controller草稿生成；Service草稿生成；Repository草稿生成；代码规范检查。,同一子域相邻技能：Controller草稿生成；Service草稿生成；Repository草稿生成。,4
编码与实现,脚手架生成,接口层,Controller草稿生成,controller-draft-generation,生成控制器初稿,直接出结果,P1,否,代码骨架生成; 接口设计建议,在编码与实现-脚手架生成环节，围绕“生成控制器初稿”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：代码骨架生成; 接口设计建议。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：代码骨架生成；Service草稿生成；Repository草稿生成。,0
编码与实现,脚手架生成,业务层,Service草稿生成,service-draft-generation,生成 Service 层方法草稿,直接出结果,P1,否,代码骨架生成; 接口设计建议,在编码与实现-脚手架生成环节，围绕“生成 Service 层方法草稿”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：代码骨架生成; 接口设计建议。,典型下游衔接：空指针/异常风险识别；事务边界检查；线程安全风险检查；代码规范检查。,同一子域相邻技能：代码骨架生成；Controller草稿生成；Repository草稿生成。,4
编码与实现,脚手架生成,数据层,Repository草稿生成,repository-draft-generation,生成数据访问层基础代码,直接出结果,P2,否,代码骨架生成; 表结构设计建议,在编码与实现-脚手架生成环节，围绕“生成数据访问层基础代码”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：代码骨架生成; 表结构设计建议。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：代码骨架生成；Controller草稿生成；Service草稿生成。,0
编码与实现,代码生成,数据传输,DTO/VO生成,dto-vo-generation,生成数据传输对象与返回对象,直接出结果,P2,否,接口设计建议,在编码与实现-代码生成环节，围绕“生成数据传输对象与返回对象”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：接口设计建议。,典型下游衔接：接口文档生成。,同一子域相邻技能：枚举定义生成；校验器代码生成；异常类生成。,1
编码与实现,代码生成,枚举常量,枚举定义生成,enum-definition-generation,生成状态枚举、错误枚举和类型枚举,直接出结果,P2,否,业务规则抽取; 接口设计建议,在编码与实现-代码生成环节，围绕“生成状态枚举、错误枚举和类型枚举”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：业务规则抽取; 接口设计建议。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：DTO/VO生成；校验器代码生成；异常类生成。,0
编码与实现,代码生成,校验逻辑,校验器代码生成,validator-code-generation,生成参数校验与业务校验草稿,直接出结果,P2,否,接口设计建议; 业务规则抽取,在编码与实现-代码生成环节，围绕“生成参数校验与业务校验草稿”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：接口设计建议; 业务规则抽取。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：DTO/VO生成；枚举定义生成；异常类生成。,0
编码与实现,代码生成,异常体系,异常类生成,exception-class-generation,生成异常定义与继承结构,直接出结果,P2,否,API错误码设计,在编码与实现-代码生成环节，围绕“生成异常定义与继承结构”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：API错误码设计。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：DTO/VO生成；枚举定义生成；校验器代码生成。,0
编码与实现,数据实现,SQL草稿,SQL草稿生成,sql-draft-generation,根据需求或查询目标生成 SQL 初稿,直接出结果,P1,否,表结构设计建议,在编码与实现-数据实现环节，围绕“根据需求或查询目标生成 SQL 初稿”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：表结构设计建议。,典型下游衔接：查询优化建议。,同一子域相邻技能：查询优化建议。,1
编码与实现,数据实现,查询优化,查询优化建议,query-optimization-recommendation,分析慢查、全表扫和索引使用问题,辅助决策,P1,否,SQL草稿生成; 索引设计建议,在编码与实现-数据实现环节，围绕“分析慢查、全表扫和索引使用问题”提供以判断依据、风险提示、建议为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责提出建议、解释现象或定位问题，不直接修改系统、代码或流程。,以上游技能输出为前置输入：SQL草稿生成; 索引设计建议。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：SQL草稿生成。,0
编码与实现,代码质量,重构建议,重构建议,refactoring-recommendation,识别结构冗余、职责不清和重复实现,帮助理解,P1,否,代码规范检查,在编码与实现-代码质量环节，围绕“识别结构冗余、职责不清和重复实现”提供以解释、识别、归因为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：代码规范检查。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：命名优化建议；低质量代码识别；重复代码检测；空指针/异常风险识别 等。,0
编码与实现,代码质量,命名优化,命名优化建议,naming-optimization-recommendation,优化类、方法和变量命名,帮助理解,P2,否,代码规范检查,在编码与实现-代码质量环节，围绕“优化类、方法和变量命名”提供以解释、识别、归因为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责提出建议、解释现象或定位问题，不直接修改系统、代码或流程。,以上游技能输出为前置输入：代码规范检查。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：重构建议；低质量代码识别；重复代码检测；空指针/异常风险识别 等。,0
编码与实现,代码质量,低质量识别,低质量代码识别,low-quality-code-detection,识别难维护、高耦合和冗余逻辑,帮助理解,P1,否,代码规范检查,在编码与实现-代码质量环节，围绕“识别难维护、高耦合和冗余逻辑”提供以解释、识别、归因为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：代码规范检查。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：重构建议；命名优化建议；重复代码检测；空指针/异常风险识别 等。,0
编码与实现,代码质量,重复代码,重复代码检测,duplicate-code-detection,找出相似逻辑和可抽取部分,辅助查看,P1,否,代码规范检查,在编码与实现-代码质量环节，围绕“找出相似逻辑和可抽取部分”提供以汇总、归类、展示为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：代码规范检查。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：重构建议；命名优化建议；低质量代码识别；空指针/异常风险识别 等。,0
编码与实现,代码质量,风险检查,空指针/异常风险识别,null-exception-risk-detection,识别异常处理遗漏和潜在崩溃点,辅助决策,P1,否,Service草稿生成; 代码规范检查,在编码与实现-代码质量环节，围绕“识别异常处理遗漏和潜在崩溃点”提供以判断依据、风险提示、建议为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：Service草稿生成; 代码规范检查。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：重构建议；命名优化建议；低质量代码识别；重复代码检测 等。,0
编码与实现,代码质量,事务检查,事务边界检查,transaction-boundary-check,检查事务范围、回滚策略和嵌套问题,辅助决策,P1,否,Service草稿生成; 技术方案分析,在编码与实现-代码质量环节，围绕“检查事务范围、回滚策略和嵌套问题”提供以判断依据、风险提示、建议为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责按规范或规则核查并指出问题，不自动修复或代替负责人签字。,以上游技能输出为前置输入：Service草稿生成; 技术方案分析。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：重构建议；命名优化建议；低质量代码识别；重复代码检测 等。,0
编码与实现,代码质量,线程安全,线程安全风险检查,thread-safety-risk-check,识别并发读写和共享状态风险,辅助决策,P1,否,Service草稿生成; 并发控制建议,在编码与实现-代码质量环节，围绕“识别并发读写和共享状态风险”提供以判断依据、风险提示、建议为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：Service草稿生成; 并发控制建议。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：重构建议；命名优化建议；低质量代码识别；重复代码检测 等。,0
编码与实现,代码质量,规范检查,代码规范检查,code-standard-check,检查代码风格、组织结构和团队规范一致性,辅助决策,P0,是,代码骨架生成; Service草稿生成,在编码与实现-代码质量环节，围绕“检查代码风格、组织结构和团队规范一致性”提供以判断依据、风险提示、建议为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责按规范或规则核查并指出问题，不自动修复或代替负责人签字。,以上游技能输出为前置输入：代码骨架生成; Service草稿生成。,典型下游衔接：重构建议；命名优化建议；低质量代码识别；重复代码检测；空指针/异常风险识别；Code Review评论生成 等。,同一子域相邻技能：重构建议；命名优化建议；低质量代码识别；重复代码检测 等。,10
编码与实现,Code Review,审查意见,Code Review评论生成,code-review-comment-generation,根据 diff 自动生成 review 评论,直接出结果,P1,否,代码规范检查,在编码与实现-Code Review环节，围绕“根据 diff 自动生成 review 评论”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：代码规范检查。,典型下游衔接：PR描述生成。,同一子域相邻技能：Diff风险点评审。,1
编码与实现,Code Review,改动风险,Diff风险点评审,diff-risk-review,分析改动影响范围与高风险点,辅助决策,P1,否,代码规范检查; 开发任务拆分,在编码与实现-Code Review环节，围绕“分析改动影响范围与高风险点”提供以判断依据、风险提示、建议为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责汇总问题并给出审查意见或放行建议，不替代正式审批。,以上游技能输出为前置输入：代码规范检查; 开发任务拆分。,典型下游衔接：自动化测试触发建议；发布风险评估；Bug分析。,同一子域相邻技能：Code Review评论生成。,3
编码与实现,协同辅助,PR输出,PR描述生成,pull-request-description-generation,自动生成 Pull Request 描述,直接出结果,P1,否,开发任务拆分; Code Review评论生成,在编码与实现-协同辅助环节，围绕“自动生成 Pull Request 描述”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：开发任务拆分; Code Review评论生成。,典型下游衔接：发布说明生成。,同一子域相邻技能：提交信息生成。,1
编码与实现,协同辅助,提交信息,提交信息生成,commit-message-generation,自动生成规范化 commit message,直接出结果,P2,否,无,在编码与实现-协同辅助环节，围绕“自动生成规范化 commit message”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,无强依赖；可直接基于原始输入材料启动。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：PR描述生成。,0
测试与质量保障,测试设计,测试点,测试点生成,test-point-generation,根据需求输出测试关注点,直接出结果,P0,是,验收标准生成; 需求质量审查,在测试与质量保障-测试设计环节，围绕“根据需求输出测试关注点”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：验收标准生成; 需求质量审查。,典型下游衔接：测试用例生成；边界条件生成；异常场景生成。,同一子域相邻技能：测试用例生成；边界条件生成；异常场景生成。,3
测试与质量保障,测试设计,用例生成,测试用例生成,test-case-generation,自动生成正常流、异常流、边界流测试用例,直接出结果,P0,是,测试点生成; 验收标准生成,在测试与质量保障-测试设计环节，围绕“自动生成正常流、异常流、边界流测试用例”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：测试点生成; 验收标准生成。,典型下游衔接：回归测试清单生成；接口测试脚本生成；质量门禁检查。,同一子域相邻技能：测试点生成；边界条件生成；异常场景生成。,3
测试与质量保障,测试设计,边界生成,边界条件生成,boundary-condition-generation,生成金额、次数、时间等边界测试点,直接出结果,P1,否,测试点生成,在测试与质量保障-测试设计环节，围绕“生成金额、次数、时间等边界测试点”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：测试点生成。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：测试点生成；测试用例生成；异常场景生成。,0
测试与质量保障,测试设计,异常生成,异常场景生成,exception-scenario-generation,生成失败路径、容错和回退场景,直接出结果,P1,否,测试点生成,在测试与质量保障-测试设计环节，围绕“生成失败路径、容错和回退场景”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：测试点生成。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：测试点生成；测试用例生成；边界条件生成。,0
测试与质量保障,回归验证,回归清单,回归测试清单生成,regression-test-checklist-generation,生成版本回归范围与重点模块,直接出结果,P1,否,测试用例生成; 开发任务拆分,在测试与质量保障-回归验证环节，围绕“生成版本回归范围与重点模块”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：测试用例生成; 开发任务拆分。,典型下游衔接：自动化测试触发建议；质量门禁检查。,同一子域相邻技能：冒烟测试清单生成。,2
测试与质量保障,回归验证,冒烟清单,冒烟测试清单生成,smoke-test-checklist-generation,生成上线前最低必要验证项,直接出结果,P1,否,验收标准生成,在测试与质量保障-回归验证环节，围绕“生成上线前最低必要验证项”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：验收标准生成。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：回归测试清单生成。,0
测试与质量保障,自动化测试,脚本辅助,接口测试脚本生成,api-test-script-generation,生成 API 测试脚本或测试请求样例,直接出结果,P2,否,测试用例生成; 接口设计建议,在测试与质量保障-自动化测试环节，围绕“生成 API 测试脚本或测试请求样例”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：测试用例生成; 接口设计建议。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：自动化测试触发建议；自动化测试编排。,0
测试与质量保障,自动化测试,触发判断,自动化测试触发建议,test-automation-trigger-recommendation,根据改动类型建议跑哪些测试,辅助决策,P1,否,回归测试清单生成; Diff风险点评审,在测试与质量保障-自动化测试环节，围绕“根据改动类型建议跑哪些测试”提供以判断依据、风险提示、建议为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责提出建议、解释现象或定位问题，不直接修改系统、代码或流程。,以上游技能输出为前置输入：回归测试清单生成; Diff风险点评审。,典型下游衔接：自动化测试编排；测试失败归因。,同一子域相邻技能：接口测试脚本生成；自动化测试编排。,2
测试与质量保障,自动化测试,流程编排,自动化测试编排,test-automation-orchestration,串联测试执行顺序和依赖,直接出结果,P2,否,自动化测试触发建议,在测试与质量保障-自动化测试环节，围绕“串联测试执行顺序和依赖”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责流程控制、节点治理或资源管理，不替代被编排技能本身的专业输出。,以上游技能输出为前置输入：自动化测试触发建议。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：接口测试脚本生成；自动化测试触发建议。,0
测试与质量保障,结果分析,失败归因,测试失败归因,test-failure-attribution,根据失败日志和上下文判断问题归属,帮助理解,P1,否,自动化测试触发建议; 日志分析; Bug分析,在测试与质量保障-结果分析环节，围绕“根据失败日志和上下文判断问题归属”提供以解释、识别、归因为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责提出建议、解释现象或定位问题，不直接修改系统、代码或流程。,以上游技能输出为前置输入：自动化测试触发建议; 日志分析; Bug分析。,典型下游衔接：缺陷分类；缺陷复现步骤整理；测试-研发对齐摘要。,主要与这些技能形成边界：自动化测试触发建议；日志分析；Bug分析；缺陷分类。,3
测试与质量保障,缺陷管理,缺陷分类,缺陷分类,defect-classification,按功能、性能、权限和稳定性分类缺陷,直接出结果,P2,否,测试失败归因,在测试与质量保障-缺陷管理环节，围绕“按功能、性能、权限和稳定性分类缺陷”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责产出可复用草稿或结构化结果，不直接执行落地。,以上游技能输出为前置输入：测试失败归因。,典型下游衔接：缺陷严重级别评估。,同一子域相邻技能：缺陷严重级别评估；缺陷复现步骤整理。,1
测试与质量保障,缺陷管理,严重度判断,缺陷严重级别评估,defect-severity-assessment,判断缺陷优先级和业务影响,辅助决策,P2,否,缺陷分类,在测试与质量保障-缺陷管理环节，围绕“判断缺陷优先级和业务影响”提供以判断依据、风险提示、建议为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责给出评估依据、估计或排序建议，不替代负责人最终拍板。,以上游技能输出为前置输入：缺陷分类。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：缺陷分类；缺陷复现步骤整理。,0
测试与质量保障,缺陷管理,复现整理,缺陷复现步骤整理,defect-reproduction-steps-generation,生成标准化复现步骤,直接出结果,P1,否,测试失败归因,在测试与质量保障-缺陷管理环节，围绕“生成标准化复现步骤”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：测试失败归因。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：缺陷分类；缺陷严重级别评估。,0
测试与质量保障,质量门禁,门禁检查,质量门禁检查,quality-gate-check,基于规则判断是否可提测或上线,辅助决策,P1,否,测试用例生成; 回归测试清单生成; 代码规范检查,在测试与质量保障-质量门禁环节，围绕“基于规则判断是否可提测或上线”提供以判断依据、风险提示、建议为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责按规范或规则核查并指出问题，不自动修复或代替负责人签字。,以上游技能输出为前置输入：测试用例生成; 回归测试清单生成; 代码规范检查。,典型下游衔接：上线前检查清单；发版检查清单；发布风险评估；门禁放行判断；质量评分引擎。,同一子域相邻技能：上线前检查清单。,5
测试与质量保障,质量门禁,上线前检查,上线前检查清单,pre-launch-checklist-generation,输出上线前必查项,直接出结果,P1,否,质量门禁检查,在测试与质量保障-质量门禁环节，围绕“输出上线前必查项”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：质量门禁检查。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：质量门禁检查。,0
测试与质量保障,专项测试,数据一致性,数据一致性检查项生成,data-consistency-check-item-generation,生成数据同步、事务和一致性检查点,直接出结果,P1,否,验收标准生成; 数据流梳理,在测试与质量保障-专项测试环节，围绕“生成数据同步、事务和一致性检查点”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：验收标准生成; 数据流梳理。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：权限测试点生成；并发测试点生成；幂等测试点生成；性能测试场景生成。,0
